id_Produto,Produto
4261,"Placa-Mãe Bluecase Bmbh61-D2hg-M2bx, LGA 1155 DDR3, Micro ATX, Chipset Intel H61, Slot M.2"
4262,"Placa-Mãe Bluecase RS780, AMD AM3+, mATX, DDR3 - BMBA780-A2GH"
4263,"Placa-Mãe Bluecase, Intel LGA 1155 H61, mATX, DDR3 16GB, Preto - BMBH61-G2H"
4264,"Placa-Mãe Bluecase, Intel LGA 1155, mATX, DDR3, 10/100/1000, USB 3.0, HDMI - BMBB75-G3HGU"
4265,"Placa-Mãe Brazil PC Mesk, Intel LGA 1155, OEM - BPC-H61M-T"
4266,"Placa-Mãe Brazil PC, AMD FM2+, DDR3, VGA, HDMI, OEM - BPC-A88-F2F"
4267,"Placa-Mãe Brazil PC, AMD FM2, ATX, DDR3 - BPC-A88FM2-V2"
4268,"Placa-Mãe Brazil PC, AMD FM2/ FM2+, mATX, DDR3, OEM - BPC-A88M"
4269,"Placa-Mãe Brazil PC, Intel H55 LGA 1156, DDR3 - BPC-H55-V1.51"
4270,"Placa-Mãe Brazil PC, Intel H61 - BPC-H61C-V2.3"
4271,"Placa-Mãe Brazil PC, Intel LGA 1150, DDR3, Som, Ví­deo e Rede - B85M-TG"
4272,"Placa-Mãe Brazil PC, Intel LGA 1150, mATX, DDR3 - H81M-JEL"
4273,"Placa-Mãe Brazil PC, Intel LGA 1151, VGA, HDMI, USB 3.0 - BPC-H310-CNBLS"
4274,"Placa-Mãe Brazil PC, Intel LGA 1156, 2 Slots DDR3 - BPC-H55M-V1"
4275,"Placa-Mãe Brx H61, Intel, Socket LGA 1155, DDR3, Barr. Memória 1600MHz"
4276,"Placa-Mãe Colorful Battle-AX PRO V20, Intel 1200 - B560M-D"
4277,"Placa-Mãe Colorful M.2 V20, Intel 1200 - H510M-K"
4278,"Placa-Mãe Colorful Pro V20, Intel LGA 1200, mATX, DDR4 - H410M-T"
4279,"Placa-Mãe Colorful, Intel 1151 H310M, 2xDDR4 32GB, HDMI, DVI e VGA, 8ª Geração - H310M-M.2-BATTLE-AX"
4280,"Placa-Mãe Daixu B75M, Intel LGA 1155, DDR3 até 16GB"
4281,"Placa-Mãe Duex DX H61Z, Intel 2ª e 3ª Geração LGA 1155, DDR3"
4282,"Placa-Mãe Duex Dx B75zg M2, Intel LGA 1155, Matx, DDR3, Chipset B75"
4283,Placa-Mãe Duex Lga 1700 H610 Ddr4 - Gigabit
4284,"Placa-Mãe Duex, Intel LGA 1150, DDR3 - DX-H81Z"
4285,"Placa-Mãe Duex, Intel LGA 1156, DDR3 - H55Z"
4286,"Placa-Mãe Duex, Intel LGA 775 DDR3 - DX-G41Z"
4287,"Placa-Mãe Galax H310M Plus+, Intel LGA 1151, mATX, DDR4"
4288,"Placa-Mãe Gigabyte A520, AMD AM4, DDR4 - A520M-H"
4289,"Placa-Mãe Gigabyte A520M Box, AMD AM4, mATX, DDR4, DS3H, DP, HDMI, DVI-D, USB 3.0"
4290,"Placa-Mãe Gigabyte A520m S2h, AMD AM4, M-ATX, DDR4"
4291,"Placa-Mãe Gigabyte A620m Gaming X, AMD AM5, M-ATX, DDR5, Chipset A620 - A620m Gaming X"
4292,"Placa-Mãe Gigabyte Aorus Master X570S (Rev. 1.0), AMD Socket AM4, ATX, DDR4, LED RGB, Wi-Fi, Bluetooth - X570S AORUS MASTER"
4293,"Placa-Mãe Gigabyte B450M DS3H V2, AMD AM4, mATX, DDR4, HDMI"
4294,"Placa-Mãe Gigabyte B450M DS3H, AMD AM4, DDR4"
4295,"Placa-Mãe Gigabyte B450M DS3H, AMD AM4, DDR4, Wi-Fi"
4296,"Placa-Mãe Gigabyte B550 Aorus Elite Ax V2, Chipset B550, AMD Am4, Atx, DDR4, 9mb55aew2-00-10"
4297,"Placa-Mãe Gigabyte B550 Aorus Elite V2, AMD AM4, ATX, DDR4"
4298,"Placa-Mãe Gigabyte B550 Gaming X V2, AMD AM4, ATX, DDR4, RGB"
4299,"Placa-Mãe Gigabyte B550 Vision D-P, AMD AM4, ATX, DDR4 - 9MB55VSDP-00-10"
4300,"Placa-Mãe Gigabyte B550M-H, AMD AM4, mATX, DDR4, REV 1.0 - B550M-H"
4301,"Placa-Mãe Gigabyte B560 Aorus PRO AX, Intel LGA 1200, ATX, DDR4, Wi-Fi"
4302,"Placa-Mãe Gigabyte B650 Aero G, AMD Am5, Atx, Ddr5"
4303,"Placa-Mãe Gigabyte B650 Aorus Elite AX, AMD AM5, ATX, DDR5"
4304,"Placa-Mãe Gigabyte B650 Aorus Elite, AMD Am5, Atx, Ddr5"
4305,"Placa-Mãe Gigabyte B650m Aorus Elite Ax, AMD AM5, Micro-ATX, DDR5"
4306,"Placa-Mãe Gigabyte B650m Aorus Elite, AMD Am5, Micro Atx, Ddr5"
4307,"Placa-Mãe Gigabyte B650m Aorus Pro Ax, AMD AM5, Micro-ATX, DDR5"
4308,"Placa-Mãe Gigabyte B650m Gaming X Ax R1.1, AMD Am5, Micro Atx, Ddr5"
4309,"Placa-Mãe Gigabyte B660 Aorus Master D4, Intel LGA 1700, ATX, DDR4"
4310,"Placa-Mãe Gigabyte B660M Aorus PRO AX, Intel LGA 1700, mATX, DDR4"
4311,"Placa-Mãe Gigabyte B660M DS3H, Intel LGA 1700, DDR4, RGB, M.2, NVMe, Dark Brown"
4312,"Placa-Mãe Gigabyte B660M Gaming, Intel LGA 1700, mATX, DDR4"
4313,"Placa-Mãe Gigabyte B760m Aorus Elite Ax, Intel LGA 1700, Matx, DDR5, Chipset B760"
4314,"Placa-Mãe Gigabyte H310M-M.2, Intel LGA 1151 8ª Geração"
4315,"Placa-Mãe Gigabyte H410M H V3 1.0 Ultra, Intel 1200, mATX, DDR4, Durable 2x"
4316,"Placa-Mãe Gigabyte H410m H V3, Intel 10ª Geração, LGA 1200/Matx, DDR4"
4317,"Placa-Mãe Gigabyte H470I Aorus PRO AX, Intel LGA 1200, Mini-ITX, DDR4, Wi-Fi - 9MH47ARSI-00-10"
4318,"Placa-Mãe Gigabyte H510M REV.1.0, Intel LGA 1200 10ª E 11ª Geração, mATX, DDR4 - H510M H"
4319,"Placa-Mãe Gigabyte H610M H, Intel LGA 1700 mATX, DDR4"
4320,"Placa-Mãe Gigabyte H610M-H, Intel 1700, 2xDDR4, M.2, HDMI, VGA, 12ª Geração"
4321,"Placa-Mãe Gigabyte X299 UD4 PRO, Intel LGA 2066, DDR4, RGB, Dual, M.2, USB - X299-UD4-PRO"
4322,"Placa-Mãe Gigabyte X299X Aorus Master p/ Intel LGA2066, E-ATX, DDR4"
4323,"Placa-Mãe Gigabyte X570S Aorus Elite X570, AMD AM4, ATX, DDR4"
4324,"Placa-Mãe Gigabyte X670 Aorus Elite Ax, AMD Am5, ATX, DDR5"
4325,"Placa-Mãe Gigabyte X670e Aorus Master, E-ATX, AMD Am5, DDR5"
4326,"Placa-Mãe Gigabyte Z390 M Gaming, Intel, mATX, DDR4, HDMI e DVI-D, USB 3.0, Box"
4327,"Placa-Mãe Gigabyte Z590 D, Intel LGA 1200, DDR4, UD Series"
4328,"Placa-Mãe Gigabyte Z590 UD AC 1.1, Intel LGA 1200"
4329,"Placa-Mãe Gigabyte Z690 Aero G, Intel LGA 1700, ATX, DDR4"
4330,"Placa-Mãe Gigabyte Z690 Aorus Ultra, Intel LGA 1700, ATX, DDR5"
4331,"Placa-Mãe Gigabyte Z690 Gaming X, Intel LGA 1700, ATX, DDR4, REV 1.0 - Z690-GAMINGX"
4332,"Placa-Mãe Gigabyte Z690 UD AX, Intel LGA 1700, ATX, DDR4 - AX201NGW"
4333,"Placa-Mãe Gigabyte Z690 UD, Intel LGA 1700, ATX, DDR4"
4334,"Placa-Mãe Gigabyte Z690M A Elite, Intel LGA 1700, DDR4, Matte Black"
4335,"Placa-Mãe Gigabyte Z790 Aero G, Intel, LGA 1700, ATX, DDR5"
4336,"Placa-Mãe Gigabyte Z790 Aorus Elite, Chipset Z790, Intel LGA 1700, ATX,DDR5, 9MZ79ELT5-00-10"
4337,"Placa-Mãe Gigabyte Z790 Aourus Master, Intel LGA 1700, E-ATX, DDR5, Wi-Fi, Bluetooth - Z790 Aorus Master"
4338,"Placa-Mãe Gigabyte Z790 Gaming X AX, Intel LGA 1700, ATX, DDR5, Bluetooth 5.3"
4339,"Placa-Mãe Gigabyte, Intel 1700 Z690 Gaming X, ATX, 4xDDR5"
4340,"Placa-Mãe Gigabyte, Intel H610M S2H LGA 1700 12ª Geração, DDR4, 1.2"
4341,"Placa-Mãe Gigabyte, Intel LGA 1151, mATX, DDR4, H310M H, 1.1"
4342,"Placa-Mãe Gigabyte, Intel LGA 1200, DDR4, HDMI, D-SUB, RAID, M.2, USB 3.2 - H410M H"
4343,"Placa-Mãe Goldentec G41, Intel LGA 755, Micro ATX, DDR3 - 43766"
4344,"Placa-Mãe Goldentec G41, Intel LGA 775, DDR3 - GT43766"
4345,"Placa-Mãe Goldentec, Intel 1150 H81M, SQBOX"
4346,"Placa-Mãe Goldentec, Intel LGA 1155 H61, Box"
4347,"Placa-Mãe Goldentech Intel LGA 1200 H510, DDR4, M.2, GT"
4348,"Placa-Mãe Goldentech, Intel, LGA 1151, H310C, DDR4, GT"
4349,"Placa-Mãe Goline Gl H310m G, Socket LGA 1151, DDR4, D Sub DVI, HDMI 8 9 Ger"
4350,"Placa-Mãe Goline Gl-h110m-gd3, Socket LGA 1151, VGA, DDR3"
4351,"Placa-Mãe Goline, Intel 1151, DDR3, VGA e HDMI - GL-H110-MA"
4352,"Placa-Mãe Goline, Intel H81 1150, DDR3 - GL-H81-MA"
4353,"Placa-Mãe Goline, Intel LGA 1151, DDR4, VGA - GL-H110-M2"
4354,"Placa-Mãe Hoopson, Intel H61, mATX, 10/100/1000 - PM-H61-1000"
4355,"Placa-Mãe Knup H310 2xddra4, Intel 1151, HDMI, VGA, 8/9ªG - Kp-H310"
4356,"Placa-Mãe Knup H81, Intel LGA 1150, 2 Slots DDR3, 1 Slot PCIe X16, 2 USB 3.0 - KP-H81"
4357,Placa-Mãe Lga Am4 Dx-a320 - Duex
4358,"Placa-Mãe Login, Intel LGA 1151, mATX, DDR4, 8ª Geração - LOG-H310M-G"
4359,"Placa-Mãe MSI A520M-A PRO, AMD AM4, mATX, DDR4, HDMI, Gigalan"
4360,"Placa-Mãe MSI B365M Pro-VH, Intel LGA 1151, mATX"
4361,"Placa-Mãe MSI B450M Pro-VDH Max p/ AMD AM4, m-ATX, DDR4"
4362,"Placa-Mãe MSI B550M Pro-VDH WiFi, AMD AM4, mATX"
4363,"Placa-Mãe MSI B550m Pro-VDH, AMD e Intel, Socket  3rd gen AMD Ryzen, e futuro AMD Ryzen ATX, DDR4, Wi-Fi"
4364,"Placa-Mãe MSI H310M Pro-VDH, Intel LGA 1151, mATX, DDR4"
4365,"Placa-Mãe MSI MAG B660M Mortar, Intel LGA 1700, mATX, DDR4, RGB - 911-7D42-010"
4366,"Placa-Mãe MSI MAG B660M Mortar, Intel LGA 1700, mATX, DDR4, Wi-Fi"
4367,"Placa-Mãe MSI MAG Z590 Tomahawk, Intel LGA 1200, ATX, DDR4, Wi-Fi"
4368,"Placa-Mãe MSI MPG B550 Gaming Plus, AMD AM4, ATX"
4369,"Placa-Mãe MSI PRO H610M-G, Intel LGA 1700, mATX, DDR4"
4370,"Placa-Mãe MSI PRO, AMD AM5, mATX, DDR5, HDMI e DP, Wi-Fi, 6E - B650M-A"
4371,"Placa-Mãe MSI PRO, Intel Core 10ª Geração LGA 1200, mATX, DDR4 5200 OC, Chipset B560, USB 3.2, Slot M.2 - B560M-A"
4372,"Placa-Mãe MSI PRO, Intel LGA 1700 B660M, mATX, DDR4, M.2, VGA, DisplayPort e HDMI - B660M-G"
4373,"Placa-Mãe MSI PRO-E, Intel Core 10ª Geração LGA 1200, mATX, DDR4 4800 OC, Chipset B560, USB 3.2, Slot M.2 - B560M"
4374,"Placa-Mãe Msi B450m-A Pro Max, AMD AM4 - 911-7c52-030"
4375,"Placa-Mãe Msi Mag B760m Mortar Wi-Fi, Intel LGA 1700, DDR4 - 911-7e01-008"
4376,"Placa-Mãe Msi Mag Z790 Tomahawk Wi-Fi, Intel LGA 1700, DDR4 - 911-7d91-006"
4377,"Placa-Mãe Msi Pro B550m-P Gen3, AMD AM4, Matx, DDR4, Chipset B550 - 911-7d95-010"
4378,"Placa-Mãe Msi Pro H510m-B, Intel LGA 1200, Matx, DDR4, M.2, VGA/HDMI, , Chipset H470 - 911-7e05-004"
4379,"Placa-Mãe Msi Pro Z690-a, DDR4 M.2 LGA1700, 911-7d25-029"
4380,"Placa-Mãe Oem H61m, Intel I3/I5/I7 2ª/3ª Geração, LGA1155, DDR3"
4381,"Placa-Mãe Oxy BR H310, Intel LGA 1151, DDR4"
4382,"Placa-Mãe Oxy BR, Intel H510 Express LGA 1200"
4383,"Placa-Mãe Oxy BR, Intel H55 Express LGA 1156"
4384,"Placa-Mãe Oxy BR, Intel H61 Express LGA 1155, ATX e mATX, DDR3"
4385,"Placa-Mãe Oxy, Intel H110 LGA 1151, mATX, DDR3"
4386,"Placa-Mãe PCWare A520, AMD AM4, mATX, DDR4, DVI-D, HDMI, D-SUB, M.2 - APM-A520G"
4387,"Placa-Mãe PCWare Integrada, Intel Celeron Dual Core N4020 2.8GHz, DDR4 SODIMM, HDMI, M.2 2280 - IPX4020E"
4388,"Placa-Mãe PCWare PRO R.2, Intel LGA 1151 8ª e 9ª Geração, DDR4 - IPMH310G"
4389,"Placa-Mãe PCWare PRO R.2, Intel LGA 1151, DDR4 - IPMH310G"
4390,"Placa-Mãe PCWare, Intel 1151, mATX, DDR4, VGA, HDMI - IPMH310G"
4391,"Placa-Mãe PCWare, Intel LGA 1200, mATX, DDR4 - IPMH510G"
4392,"Placa-Mãe Positivo Premium, Intel Celeron CPU Onboard, Para Notebook - 6-71-W54T0-D03"
4393,"Placa-Mãe Storm-Z H110, Intel LGA 1151, Micro ATX, DDR3, VGA/HDMI"
4394,"Placa-Mãe TCN, Intel G41 LGA 775, DDR3"
4395,"Placa-Mãe Western Digital, Intel 1151 H310M, 2xDDR4, HDMI e VGA, DVI, 9G - PRO-VDH"
4396,"Placa-Mãe, Msi Pro Z690-a, Wi-fi, DDR5 M.2, Lga1700 - 911-7d25-027"
4397,"Placa-mae Pcware P/ AMD Ryzen Matx Apm-a320g, 2xDDR4 32GB, HDMI, VGA, 2x Pcie, 1xpci X16, USB 3.0"
4398,"Placa-mãe Asrock Z790m Pg Lightning D4, Intel, Matx, LGA 1700 - DDR4 5333 O.c, Chipset Z790, USB 3.2, Slot M.2"
4399,"Placa-mãe Gigabyte Ga-a320m-s2h, AMD, AM4, Matx, DDR4 Até 32GB De RAM, Conexões D-sub DVI-D HDMI"
4400,"Placas-mãe Asus Prime Z590-p, Intel, Wifi, LGA 1200, DDR4 5133 O.c, Chipset Intel Z590, Wi-fi & Bluetooth, Slot M.2"
4401,"Processado Intel Core I7 6700 3.4 8MB, LGA 1151 C/ Cooler"
4402,"Processador 1150 Core I7 4790 3,6ghz/8MB S/cooler Tray 4ªg I7-4790 Intel"
4403,"Processador 1151, Intel Core I3 6100, 3.7ghz/3MB S/coolertray 6º G - I3-6100"
4404,Processador 1155 Core I5 3470 3.2ghz/6mb S/cooler Tray
4405,Processador 1155 Core I5 3570 3.4ghz/6MB S/ Cooler Tray I5-3570 Intel
4406,Processador 1200 Core I7 11700 2.5ghz/16mb S/cooler Tray 11g
4407,Processador 1700 Core I5 13400 2.5ghz/20mb 13°g Tray
4408,"Processador AM4 Ryzen 3, 2200G, 3.5HZ/6MB, Sem Cooler, Tray ,Yd2200c5fbtray, AMD"
4409,"Processador AMD A10-5800K, 3.8GHz, Quad Core, FM2, OEM"
4410,"Processador AMD A6 7480, 3.8GHz, Cache 1MB, Dual Core, 2 Threads, FM2+ - AD7480ACABBOX"
4411,"Processador AMD A6-7480 Dual Core, 3.8Ghz, Cache 1MB, 2 Threads, FM2+ - AD7480ACABBOX"
4412,"Processador AMD A8 9600 Bristol Ridge, 3.1GHz (3.4GHz Max Turbo), Cache 2MB, Quad Core, 4 Threads, AM4 - AD9600AGABBOX"
4413,"Processador AMD A8 9600, 4 Núcleos, Cache 2MB, 3.1ghz, Am4 - AD9600AGABBOX - OEM"
4414,"Processador AMD AM4 Ryzen 5 5600G, 3.9GHz, Hexa Core, OEM"
4415,"Processador AMD Athlon 3000G Two Core, 3500MHz, Cache 5MB, 2 Núcleos, 4 Threads, AM4 - YD3000C6FHBOX"
4416,"Processador AMD Athlon 3000G, 3.5GHz, Cache 5MB, Dual Core, 4 Thread, AM4, Radeon VEGA 3 - YD3000C6FBBOX"
4417,"Processador AMD Athlon 3000g AM4, 2 Núcleos, 4 Threads, 3.5GHZ, 5MB Cache - Yd3000c6fhsbx"
4418,"Processador AMD Athlon 64 3800+, 2.4GHz, AM2, Ada3800iaa4cn - Oem"
4419,"Processador AMD FX-8300, 4.2GHz, Cache 8MB, Octa Core, 8 Threads, AM3+, OEM"
4420,Processador AMD Fm2+ A6-7480 Ad7480 acabbox
4421,"Processador AMD Ryzen 3 3200G, 3.6GHz (4GHz Max Turbo), Cache 4MB, Quad Core, 4 Threads, AM4 - YD3200C5FHBOX"
4422,"Processador AMD Ryzen 3 3200G, 3.6GHz (4GHz Max Turbo), Cache 4MB, Quad Core, 4 Threads, AM4, Radeon Vega 8 Integrado - YD320GC5FIBOX"
4423,"Processador AMD Ryzen 3 3200G, 3.6GHz (4GHz Max Turbo), Cache 6MB, AM4 - YD3200C5FHBOX"
4424,Processador AMD Ryzen 3 3200g - Am4 Yd3200c5fhbox
4425,"Processador AMD Ryzen 3 4100, 3.8GHz (4.0GHz Max Turbo), Cache 6MB, AM4,  Sem Vídeo - 100-100000510BOX"
4426,"Processador AMD Ryzen 3 4100, 4.0GHz, Cache 6MB, AM4, Wraith Stealth, Sem Ví­deo Integrado - 100-100000510BOX"
4427,"Processador AMD Ryzen 5 1600, Cache 19MB, 3.2GHz (3.6GHz Max Turbo), AM4 - YD1600BBAFBOX"
4428,"Processador AMD Ryzen 5 3400G, 3.7GHz (4.2GHz Max Turbo), Cache 6MB, AM4 - YD3400C5FHBOX"
4429,"Processador AMD Ryzen 5 3600 Cache 32MB 3.6GHz(4.2GHz Max Turbo) AM4, Sem Vídeo - 100-100000031SBX"
4430,"Processador AMD Ryzen 5 3600, 3.6GHz - 4.2GHz Max Turbo, Cache 32MB, AM4, Sem Vídeo - 100-100000031SBX"
4431,"Processador AMD Ryzen 5 3600, 3.6GHz(4.2GHz Max Turbo), Cache 32MB, 6 Núcleos, 12 Threads, AM4 - 100-100000031BOX"
4432,"Processador AMD Ryzen 5 3600, 3.6GHz, Cache 32MB, Hexa Core, 12 Threads, AM4 - 100-100000031BOX"
4433,"Processador AMD Ryzen 5 3600, 3.6GHz, Cache 36MB, AM4, Cooler Wraith Stealth"
4434,"Processador AMD Ryzen 5 3600X, 3.8GHz (4.4GHz Max Turbo), Cache 32MB, AM4, DDR4 - 100-100000022BOX"
4435,"Processador AMD Ryzen 5 4500, 3.6GHz (4.1GHz Max Turbo) Cache 11MB, AM4, Sem Vídeo - 100-100000644BOX"
4436,"Processador AMD Ryzen 5 4500, 3.6GHz, Cache 11MB, Hexa Core, 12 Threads, AM4 - 100100000644BOX"
4437,"Processador AMD Ryzen 5 4500, 3.6GHz, Cache 8MB, Hexa Core, 12 Threads"
4438,"Processador AMD Ryzen 5 4600G Box, 1900MHz, Cache 3MB, Hexa Core, 12 Threads - 100-100000147BOX"
4439,"Processador AMD Ryzen 5 4600G, 3.7GHz (4.2GHz Max Boost), Cache 11MB, AM4, Ví­deo Integrado Vega 7"
4440,"Processador AMD Ryzen 5 4600G, 3.7GHz (4.2GHz Max Turbo), Cache 11MB, AM4, Vídeo Integrado - 100-100000147BOX"
4441,"Processador AMD Ryzen 5 4600G, 3.7GHz (4.2GHz), Cache 11MB, Hexa Core 11MB, AM4"
4442,"Processador AMD Ryzen 5 5500, 3.6GHz (4.2GHz Max Turbo), Cache 19MB, AM4, Sem Vídeo - 100-100000457BOX"
4443,"Processador AMD Ryzen 5 5500, 3.6GHz, Cache 16MB, Hexa Core, 12 Threads, AM4 - 100-100000457BOX"
4444,"Processador AMD Ryzen 5 5600, 3.5GHz (4.4GHz Max Turbo), Cache 35MB, AM4, Sem Vídeo - 100-100000927BOX"
4445,"Processador AMD Ryzen 5 5600, 3.5GHz (4.4GHz Turbo), AM4 - 100-100000927BOX"
4446,"Processador AMD Ryzen 5 5600G, 3.9GHz (4.4GHz Max Turbo), Cache 19MB, 6 Núcleos, 12 Threads, Vídeo Integrado, AM4 - 100-100000252BOX"
4447,"Processador AMD Ryzen 5 5600G, 3.9GHz, Cache 16MB, Hexa Core, 12 Threads, AM4, Ví­deo Integrado - 100-100000252BOX"
4448,"Processador AMD Ryzen 5 5600X, 3.7GHz (4.6GHz Max Turbo), Cache 35MB, 6 Núcleos, 12 Threads, AM4 - 100-100000065BOX"
4449,"Processador AMD Ryzen 5 5600X, 3.7GHz, Cache 32MB, Hexa Core, 12 Threads, AM4 - 100-100000065BOX"
4450,Processador AMD Ryzen 5 5600g 4.4ghz Video Radeon Integrado
4451,"Processador AMD Ryzen 5 7600 4,00ghz, 6-core, 38MB, Am5"
4452,"Processador AMD Ryzen 5 7600, 3.8GHz (5.1GHz Turbo), Cache 32MB, Hexa Core, 12 Threads, AM5, Wraith Stealth - 100-100001015BOX"
4453,"Processador AMD Ryzen 5 7600, 5.1GHz Max Turbo, Cache 38MB, AM5, 6 Núcleos, Vídeo Integrado - 100-100001015BOX"
4454,"Processador AMD Ryzen 5 7600X, 5.3GHz  Max Turbo, Cache 38MB, AM5, 6 Núcleos, Vídeo Integrado - 100-100000593WOF"
4455,"Processador AMD Ryzen 5 7600X, 5.3GHz, Cache 38MB, AM5, Radeon Graphics - 100-100000593WOF"
4456,Processador AMD Ryzen 5 7600x 38mb 5.3ghz 100-100000593wof
4457,"Processador AMD Ryzen 7 2700X, Cooler Wraith Prism, 3.7GHz (4.35GHz Max Turbo), Cache 20MB, Octa Core, 16 Threads, AM4 - YD270XBGAFBOX"
4458,"Processador AMD Ryzen 7 3800X, 3.9GHz (4.5GHz Max Turbo), Octa Core, 16 Threads, Cache 32MB, AM4 - 100-100000025BOX"
4459,"Processador AMD Ryzen 7 3800XT, 3.8GHz (4.7GHz Max Turbo), Cache 36MB, Octa Core, 16 Threads, AM4 - 100-100000279WOF"
4460,"Processador AMD Ryzen 7 5700G, 3.8GHz (4.6GHz Max Turbo), Cache 20MB, 8 Núcleos, 16 Threads, Vídeo Integrado, AM4 - 100-100000263BOX"
4461,"Processador AMD Ryzen 7 5700G, 4.6GHz Max Turbo, Cache 20MB, Octa Core, AM4, Ví­deo Integrado - 100-100000263BOX"
4462,"Processador AMD Ryzen 7 5700X, 3.4GHz (4.6GHz Max Turbo), Cache 36MB, AM4, Sem Vídeo - 100-100000926WOF"
4463,"Processador AMD Ryzen 7 5700X, 3.4GHz, Cache 32MB, Octa Core, 16 Threads, AM4 - 100-100000926WOF"
4464,"Processador AMD Ryzen 7 5700X, Cache 36MB, AM4, Redeon Graphics"
4465,"Processador AMD Ryzen 7 5800X, 3.8GHz (4.7GHz Max Turbo), Cache 36MB, Octa Core, 16 Threads, AM4 - 100-100000063WOF"
4466,"Processador AMD Ryzen 7 5800X, 3.8GHz, Cache 32MB, Octa Core, 16 Threads, AM4 - 100-100000063WOF"
4467,"Processador AMD Ryzen 7 5800X3D, 3.4GHz (4.5GHz Max Turbo), Cache 100MB, AM4, Sem Vídeo - 100-100000651WOF"
4468,"Processador AMD Ryzen 7 5800X3D, 3.4GHz - 100100000651WOFI"
4469,"Processador AMD Ryzen 7 7700 3.80ghz, 8-core, 40MB, Am5"
4470,"Processador AMD Ryzen 7 7700, 3.8GHz (5.3GHz Max Turbo), Cache 32MB, 8 Cores, 16 Threads, AM5, Wraith Prism - 100-100000592BOX"
4471,"Processador AMD Ryzen 7 7700, 5.3GHz Max Turbo, Cache 40MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000592BOX"
4472,"Processador AMD Ryzen 7 7700X, 5.4GHz Max Turbo, Cache 40MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000591WOF"
4473,"Processador AMD Ryzen 7 7700X, 5.4GHz, Cache 40MB, AM5, Radeon Graphics Com Vídeo - 100-100000591WOF"
4474,"Processador AMD Ryzen 7 7800X3D, 5.0GHz Max Turbo, Cache 104MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000910WOF"
4475,"Processador AMD Ryzen 7 7800X3D, turbo 5.00GHZ, Cache 512KB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000910WOF"
4476,"Processador AMD Ryzen 7 7800x3d, Am5, 4.2GHz (5.0ghz Max Turbo), 104MB, C/ Vídeo E Sem Cooler - 100-100000910wof"
4477,"Processador AMD Ryzen 9 5900X, 3.7GHz (4.8GHz Max Turbo), Cache 70MB, 12 Núcleos, 24 Threads, AM4 - 100-100000061WOF"
4478,"Processador AMD Ryzen 9 5900X, 3.7GHz, Cache 70MB, AM4, 105W"
4479,"Processador AMD Ryzen 9 5950X, 3.4GHz (4.9GHz Max Turbo), Cache 72MB, 16 Núcleos, 32 Threads, AM4 - 100-100000059WOF"
4480,"Processador AMD Ryzen 9 5950x 3.40ghz (turbo 4.90ghz), 5000 Series, Am4 - 100-100000059wof"
4481,"Processador AMD Ryzen 9 7900 4.00ghz, 12-core, 76MB, Am5"
4482,"Processador AMD Ryzen 9 7900, 3.7GHz (5.4GHz Max Turbo), Cache 64MB, 12 Cores, 24 Threads, AM5, Wraith Prism - 100-100000590BOX"
4483,"Processador AMD Ryzen 9 7900, 5.4GHz Max Turbo, Cache 76MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000590BOX"
4484,"Processador AMD Ryzen 9 7900X, 5.6GHz Max Turbo, Cache 76MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000589WOF"
4485,"Processador AMD Ryzen 9 7900X, 5.6GHz, Cache 76MB, AM5, Radeon Graphics Com Ví­deo - 100-100000589WOF"
4486,"Processador AMD Ryzen 9 7900X3D, 5.6GHz Max Turbo, Cache 140MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000909WOF"
4487,"Processador AMD Ryzen 9 7900X3D, Turbo 5.60GHZ, Cachê 128MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000909WOF"
4488,"Processador AMD Ryzen 9 7900x3d 4.40ghz, 12-core, 128MB, Am5"
4489,"Processador AMD Ryzen 9 7950X, 5.7GHz Max Turbo, Cache 80MB, AM5, 16 Núcleos, Vídeo Integrado - 100-100000514WOF"
4490,"Processador AMD Ryzen 9 7950X3D, 5.7GHz Max Turbo, Cache 144MB, AM5, 16 Núcleos, Vídeo Integrado - 100-100000908WOF"
4491,"Processador AMD Ryzen 9 7950x3d Am5 4.2ghz,5.7ghz Max Turbo, 144mb Com Vídeo S/ Cooler - 100-100000908WOF"
4492,"Processador AMD Ryzen 9 7950x3d, 4.2ghz, 128mb, 16cores, 120w Am5 C/gra Pn # 100-100000908wof"
4493,"Processador AMD Ryzen R9 5950X, 3.4GHz, Cache 64MB, Hexa Core, 32 Threads, AM4 - 100-000000059"
4494,"Processador AMD Ryzen Radeon 9 7950X, 2200MHz, Cache 80MB, 1Hexa Core, AM5, Vídeo Integrado - 100-100000514WOF"
4495,"Processador AMD Ryzen Threadripper PRO 5965WX, 4.5GHz, Cache 140MB, 2Quad Core, 48 Threads, SWRX8 - 100-000000446WOF"
4496,"Processador AMD Ryzen Threadripper Pro 5965WX, 128 MB, 24 Núcleos, SP3 - 100-100000446WOF"
